Age,Gender,MaritalStatus,Attrition,BusinessTravel,Department,JobRole,EducationField,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,NumCompaniesWorked,PerformanceRating
35,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",17,1218,3,94,1361,21026,8966,3,2,3,3
24,Female,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",17,1219,4,97,984,3372,2210,3,1,1,3
33,Female,Married,No,Travel_Frequently,Sales,"Sales Executive",Medical,25,1220,2,82,1146,4905,4539,3,2,1,3
36,Male,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",6,1221,3,60,917,6865,2741,1,1,1,3
30,Male,Divorced,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",7,1224,3,49,853,11309,3491,3,2,1,3
44,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Other,29,1225,4,32,200,7744,4541,3,2,1,4
20,Male,Single,No,Travel_Rarely,Sales,"Sales Representative",Marketing,21,1226,3,43,654,5050,2678,4,1,1,3
46,Male,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",2,1228,4,60,150,17433,7379,3,2,2,3
42,Male,Married,No,Non-Travel,"Human Resources","Human Resources",Medical,2,1231,4,79,179,12858,6272,4,2,7,3
60,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,7,1233,2,52,696,10893,5220,4,2,0,3
32,Female,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician",Other,13,1234,3,77,116,7331,2743,2,1,1,4
32,Female,Single,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",2,1235,4,38,1316,2338,4998,3,2,4,3
36,Female,Divorced,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",1,1237,3,77,363,4235,10252,1,3,2,4
33,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,9,1238,1,60,117,6311,2781,3,1,0,3
40,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Technical Degree",10,1239,2,84,107,11591,6852,2,2,7,3
25,Male,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",10,1240,3,57,1356,20623,4950,3,2,0,3
30,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,1,1241,4,63,1465,9369,3579,3,1,0,4
42,Female,Married,No,Travel_Frequently,"Research & Development","Research Director",Medical,26,1242,1,60,458,23281,13191,3,3,3,3
35,Female,Married,No,Non-Travel,Sales,"Sales Executive",Marketing,8,1243,3,78,1212,13755,10377,2,3,4,3
27,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",14,1244,1,42,1103,14377,2235,3,1,1,3
54,Female,Divorced,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",1,1245,4,53,966,9659,10502,3,3,7,3
44,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",2,1246,1,72,1117,19982,2011,4,1,1,3
19,Female,Single,Yes,Non-Travel,"Research & Development","Research Scientist",Medical,10,1248,1,96,504,6148,1859,2,1,1,4
29,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,1249,1,97,1010,5598,3760,3,1,1,3
54,Male,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",3,1250,4,85,685,23474,17779,3,4,3,3
31,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,11,1251,3,80,1332,17089,6833,3,2,1,3
31,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,24,1252,3,96,1062,17198,6812,2,2,1,3
59,Female,Single,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",3,1254,3,48,326,16490,5171,2,2,5,3
43,Male,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",3,1255,3,96,920,18625,19740,1,5,3,3
49,Male,Married,No,Travel_Rarely,"Research & Development",Manager,Medical,4,1256,1,85,1098,12124,18711,2,5,2,3
36,Male,Married,No,Travel_Frequently,"Research & Development","Research Scientist","Technical Degree",3,1257,3,46,469,9256,3692,3,1,1,3
48,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",2,1258,4,76,969,16620,2559,4,1,5,3
27,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",4,1259,1,76,1167,3208,2517,3,1,1,3
29,Male,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",7,1260,3,82,1329,4204,6623,3,2,1,3
48,Male,Single,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",1,1263,4,76,715,8733,18265,2,5,6,3
29,Female,Divorced,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",1,1264,4,87,694,3423,16124,2,4,3,3
34,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",20,1265,3,89,1320,21643,2585,4,1,0,3
44,Male,Married,No,Travel_Rarely,Sales,Manager,Marketing,5,1267,2,88,1099,8751,18213,3,5,7,3
33,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,1268,4,82,536,21708,8380,4,3,0,3
19,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",25,1269,2,57,265,21221,2994,4,1,1,3
23,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,1270,4,47,373,16901,1223,3,1,1,4
25,Male,Single,Yes,Travel_Frequently,Sales,"Sales Representative","Life Sciences",24,1273,3,73,599,8040,1118,1,1,1,3
26,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",4,1275,3,53,583,9973,2875,3,1,1,4
45,Female,Single,Yes,Travel_Rarely,Sales,Manager,Marketing,2,1277,1,94,1449,2493,18824,1,5,2,3
55,Male,Divorced,No,Non-Travel,"Research & Development","Healthcare Representative",Medical,8,1278,4,37,177,25592,13577,2,4,1,3
21,Female,Single,Yes,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",10,1279,1,45,251,25308,2625,2,1,1,4
46,Female,Married,No,Travel_Rarely,Sales,Manager,Marketing,4,1280,4,33,168,9946,18789,2,5,2,3
34,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,1281,3,86,131,6039,4538,3,2,0,3
51,Male,Divorced,No,Travel_Frequently,Sales,Manager,"Life Sciences",9,1282,4,83,237,19196,19847,3,5,4,4
59,Male,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,18,1283,4,67,1429,20002,10512,3,3,6,3
34,Female,Divorced,No,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,19,1285,3,46,135,22534,4444,3,2,4,3
28,Male,Single,No,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,1,1286,4,44,791,6842,2154,3,1,0,3
44,Male,Divorced,No,Travel_Rarely,"Research & Development",Manager,"Life Sciences",4,1288,3,92,1199,17477,19190,4,5,1,3
34,Male,Married,No,Travel_Frequently,"Human Resources","Human Resources","Life Sciences",11,1289,3,56,648,21833,4490,2,2,4,3
35,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",6,1291,3,66,735,6020,3506,3,1,0,3
42,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,7,1292,2,78,603,5628,2372,4,2,6,3
43,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,4,1293,4,56,531,20364,10231,2,3,3,3
36,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",2,1294,3,53,429,2323,5410,3,2,9,3
44,Female,Married,Yes,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,15,1295,1,73,621,14075,7978,3,3,1,3
28,Male,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",2,1296,4,52,193,14222,3867,2,1,1,3
51,Female,Single,No,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,6,1297,2,40,968,4257,2838,2,1,0,3
30,Female,Single,No,Non-Travel,"Research & Development","Manufacturing Director",Medical,9,1298,3,72,879,12858,4695,3,2,7,3
29,Female,Divorced,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",7,1299,2,39,806,17285,3339,3,1,3,3
28,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",1,1301,4,84,640,4732,2080,3,1,2,3
25,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,1,1303,4,40,266,18830,2096,3,1,1,3
32,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,8,1304,3,56,604,11693,6209,4,2,1,3
45,Female,Single,No,Travel_Frequently,"Research & Development",Manager,Medical,25,1306,2,83,364,13035,18061,3,5,3,4
39,Female,Divorced,No,Travel_Rarely,"Research & Development",Manager,Medical,13,1307,3,94,412,17334,17123,2,4,6,3
58,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",23,1308,1,88,848,26076,2372,3,1,1,3
32,Male,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",7,1309,4,79,1089,22845,4883,3,2,1,3
39,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist",Medical,23,1310,3,93,360,22154,3904,3,1,0,3
30,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",6,1311,1,48,1138,23631,4627,2,2,0,3
36,Female,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Technical Degree",10,1312,4,63,325,5747,7094,3,3,3,3
46,Female,Single,No,Travel_Rarely,"Human Resources","Human Resources","Life Sciences",1,1314,4,44,991,22957,3423,3,1,6,3
28,Female,Married,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",1,1315,3,55,1476,16392,6674,1,2,0,3
50,Female,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",28,1317,4,43,1322,22422,16880,3,4,4,3
40,Male,Single,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,25,1318,4,57,299,17235,9094,2,3,2,3
52,Male,Single,Yes,Travel_Rarely,Sales,"Sales Executive","Life Sciences",5,1319,2,64,1030,21534,8446,3,3,9,3
30,Female,Married,No,Travel_Rarely,"Research & Development",Manager,Medical,17,1321,2,95,634,25927,11916,3,3,1,4
39,Male,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",18,1322,1,32,524,13352,4534,3,2,0,3
31,Female,Divorced,No,Non-Travel,Sales,"Sales Executive","Life Sciences",2,1324,4,57,587,8935,9852,3,3,1,3
41,Male,Single,No,Non-Travel,Sales,"Sales Executive",Medical,10,1329,3,40,256,22074,6151,1,2,1,3
31,Female,Single,Yes,Travel_Frequently,Sales,"Sales Representative","Life Sciences",1,1331,4,54,1060,8319,2302,3,1,1,3
44,Male,Married,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",3,1333,1,89,935,14669,2362,3,1,4,3
42,Male,Married,No,Non-Travel,"Research & Development",Manager,"Life Sciences",2,1334,3,37,495,26582,17861,3,4,0,3
55,Female,Married,No,Travel_Rarely,"Research & Development",Manager,Medical,2,1336,4,58,282,6992,19187,1,5,4,3
56,Male,Single,No,Travel_Rarely,"Human Resources",Manager,"Life Sciences",8,1338,4,99,206,4022,19717,3,5,6,3
40,Male,Divorced,No,Non-Travel,"Research & Development","Research Scientist","Life Sciences",16,1340,3,74,458,8532,3544,3,1,9,3
34,Male,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",9,1344,4,86,943,5494,8500,3,3,0,3
40,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",2,1346,3,98,523,22455,4661,3,2,1,3
41,Female,Divorced,No,Travel_Frequently,Sales,"Sales Executive",Marketing,1,1349,3,66,1018,4297,4103,3,2,0,3
35,Male,Single,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",4,1350,3,87,482,2690,4249,3,2,1,3
51,Male,Divorced,No,Travel_Rarely,"Human Resources",Manager,"Life Sciences",5,1352,3,84,770,17588,14026,3,4,1,3
38,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",2,1355,2,31,1009,19461,6893,3,2,3,3
34,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Medical,15,1356,3,66,507,23553,6125,3,2,1,3
25,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,19,1358,4,67,882,9075,3669,3,1,3,3
58,Female,Married,Yes,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,7,1360,3,53,601,12023,10008,2,3,7,3
40,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",1,1361,2,88,329,6762,2387,3,1,3,4
36,Female,Married,No,Travel_Frequently,Sales,"Sales Executive",Marketing,7,1362,1,83,607,2261,4639,4,2,2,3
48,Male,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",4,1363,4,54,855,18706,7898,3,3,1,3
27,Female,Married,No,Travel_Rarely,Sales,"Sales Representative",Medical,11,1364,3,98,1291,6527,2534,4,1,8,3
51,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",11,1367,4,82,1405,24439,13142,2,4,3,3
18,Female,Single,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",1,1368,4,97,1124,19305,1611,3,1,1,3
35,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,1,1369,4,60,817,10846,5363,2,2,0,3
27,Male,Single,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",2,1371,4,43,793,20392,5071,1,2,3,4
55,Male,Single,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,13,1372,1,85,267,9277,13695,4,4,6,3
56,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",23,1373,4,68,1369,18235,13402,3,4,4,3
34,Female,Divorced,No,Non-Travel,"Research & Development","Research Scientist","Technical Degree",26,1374,1,92,999,15891,2029,2,1,1,4
40,Female,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,2,1375,2,89,1202,13888,6377,4,2,5,4
34,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,29,1377,2,86,285,17491,5429,3,2,4,3
31,Female,Single,Yes,Travel_Frequently,Sales,"Sales Representative","Life Sciences",2,1379,3,90,703,11882,2785,2,1,7,3
35,Female,Married,Yes,Travel_Frequently,Sales,"Sales Executive",Marketing,18,1380,4,67,662,23288,4614,3,2,0,3
38,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",7,1382,4,57,693,15748,2610,4,1,1,3
34,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Technical Degree",2,1383,3,98,404,6163,6687,3,2,1,3
28,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",26,1387,3,48,736,24232,4724,2,2,1,3
31,Male,Married,Yes,Travel_Rarely,"Research & Development","Manufacturing Director",Medical,22,1389,4,98,330,21057,6179,3,2,1,3
39,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",21,1390,1,44,1498,3567,6120,2,2,3,3
51,Male,Married,No,Travel_Frequently,Sales,"Sales Executive",Marketing,2,1391,2,52,541,15395,10596,3,3,2,3
41,Female,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist","Life Sciences",22,1392,4,75,1200,13953,5467,3,2,3,3
37,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",4,1394,3,54,1439,5182,2996,3,1,7,3
33,Male,Married,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",5,1395,2,61,1111,19293,9998,3,2,6,3
32,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,2,1396,3,36,499,20497,4078,3,2,0,3
39,Male,Married,No,Non-Travel,"Research & Development","Healthcare Representative","Life Sciences",25,1397,3,71,1485,3449,10920,3,3,3,4
25,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",18,1399,1,93,1372,12477,6232,4,2,2,3
52,Female,Married,No,Travel_Frequently,"Research & Development","Manufacturing Director",Medical,28,1401,4,59,322,9731,13247,4,4,2,3
43,Female,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,6,1402,1,73,930,20003,4081,2,2,1,3
27,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,10,1403,4,98,205,7100,5769,2,2,1,3
27,Female,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",17,1405,4,51,135,25681,2394,3,1,1,3
26,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,1407,1,36,683,4050,3904,2,1,0,3
42,Female,Married,No,Travel_Rarely,"Human Resources",Manager,"Human Resources",10,1408,3,31,1147,16616,16799,3,4,0,3
52,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Other,8,1409,3,54,258,17363,2950,3,1,9,3
37,Female,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,11,1411,1,94,1462,19106,3629,3,1,4,3
35,Male,Single,No,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",18,1412,3,60,200,19944,9362,3,3,2,3
25,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Technical Degree",1,1415,1,81,949,4910,3229,3,1,4,3
26,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician",Other,7,1417,3,100,652,23577,3578,4,1,0,3
29,Male,Single,No,Travel_Rarely,"Human Resources","Human Resources",Other,17,1419,2,51,332,9769,7988,2,3,1,3
49,Male,Single,Yes,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",28,1420,1,97,1475,22710,4284,2,2,3,4
29,Female,Single,Yes,Travel_Frequently,"Research & Development","Healthcare Representative",Other,14,1421,3,84,337,22930,7553,3,3,0,3
54,Female,Single,No,Travel_Rarely,"Research & Development","Research Director",Medical,1,1422,4,54,971,5652,17328,3,4,6,3
58,Female,Married,No,Travel_Rarely,"Research & Development","Research Director",Medical,1,1423,4,76,1055,22456,19701,3,5,3,4
55,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Director",Medical,1,1424,2,81,1136,12414,14732,4,4,2,3
36,Female,Single,No,Travel_Rarely,Sales,"Sales Executive",Marketing,3,1425,1,99,1174,20763,9278,3,2,3,3
31,Female,Single,Yes,Travel_Frequently,Sales,"Sales Representative","Life Sciences",1,1427,2,50,667,16154,1359,1,1,1,3
30,Female,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,7,1428,4,73,855,12761,4779,3,2,7,3
31,Female,Single,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",8,1430,1,93,182,8847,16422,3,4,3,3
34,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Scientist",Other,1,1431,4,91,560,20284,2996,3,1,5,3
31,Female,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",8,1433,1,34,202,22262,1261,2,1,1,3
27,Male,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",11,1434,2,91,1377,7679,2099,3,1,0,3
36,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",4,1435,1,37,172,22604,5810,2,2,1,3
36,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,16,1436,3,98,329,13494,5647,2,2,4,3
47,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",1,1438,1,74,465,10205,3420,3,1,7,3
25,Male,Married,Yes,Travel_Rarely,Sales,"Sales Representative","Life Sciences",9,1439,1,68,383,15182,4400,2,1,3,3
37,Male,Single,No,Non-Travel,"Research & Development","Laboratory Technician","Technical Degree",5,1440,3,84,1413,25470,3500,4,1,0,3
56,Female,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,1441,1,90,1255,10494,2066,3,1,2,4
47,Female,Married,No,Travel_Rarely,"Research & Development","Research Director",Medical,2,1443,1,82,359,26703,17169,3,4,3,3
24,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,4,1445,4,42,1476,15211,4162,3,2,1,3
32,Male,Married,No,Travel_Rarely,Sales,"Sales Executive",Marketing,7,1446,4,97,601,23343,9204,3,2,4,3
34,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",1,1447,4,86,401,3708,3294,2,1,5,3
41,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,5,1448,2,90,1283,5561,2127,4,1,2,3
40,Male,Divorced,No,Non-Travel,"Research & Development","Laboratory Technician",Other,9,1449,3,81,663,23099,3975,3,2,3,3
31,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",8,1453,1,31,326,8386,10793,3,3,1,3
46,Male,Divorced,Yes,Travel_Rarely,Sales,"Sales Executive",Marketing,9,1457,1,52,377,15986,10096,3,3,4,3
39,Female,Single,Yes,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",2,1458,1,54,592,17181,3646,2,1,2,4
31,Female,Single,Yes,Travel_Frequently,"Research & Development","Manufacturing Director","Life Sciences",1,1459,3,100,1445,8931,7446,4,3,1,3
45,Male,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative",Medical,20,1460,2,95,1038,19863,10851,1,3,2,3
31,Female,Single,No,Travel_Rarely,"Human Resources","Human Resources",Medical,8,1461,4,96,1398,24609,2109,4,1,9,3
31,Male,Married,Yes,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",2,1464,2,94,523,21081,3722,3,1,6,3
45,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Technical Degree",29,1465,2,55,1448,14720,9380,3,3,4,3
48,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive",Marketing,7,1466,3,96,1221,24795,5486,3,2,4,3
34,Female,Married,Yes,Travel_Rarely,"Human Resources","Human Resources","Technical Degree",9,1467,1,52,1107,3072,2742,3,1,1,3
40,Male,Divorced,No,Non-Travel,"Research & Development","Research Director",Medical,8,1468,4,55,218,25178,13757,2,3,2,3
28,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Medical,5,1469,4,84,866,23490,8463,3,2,0,3
44,Male,Single,No,Non-Travel,"Research & Development","Laboratory Technician","Life Sciences",5,1471,3,90,981,7973,3162,2,1,3,3
53,Male,Single,No,Travel_Rarely,"Research & Development","Research Director",Medical,2,1472,4,39,447,19764,16598,4,4,4,3
49,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Technical Degree",5,1473,1,96,1495,21534,6651,3,2,2,3
40,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist",Medical,2,1474,3,68,896,8045,2345,3,1,2,3
44,Male,Single,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",20,1475,4,49,1467,21158,3420,3,1,1,3
33,Male,Married,No,Travel_Frequently,Sales,"Sales Executive",Medical,7,1477,4,54,430,17456,4373,3,2,0,3
34,Male,Single,No,Travel_Rarely,Sales,"Sales Executive",Other,3,1478,4,81,1326,15891,4759,1,2,3,3
30,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",16,1479,4,96,1358,2939,5301,3,2,8,3
42,Female,Single,No,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,9,1480,1,74,748,16458,3673,3,1,1,3
44,Female,Married,No,Travel_Frequently,Sales,"Sales Executive",Marketing,1,1481,1,79,383,9282,4768,3,2,7,3
30,Male,Divorced,No,Non-Travel,"Research & Development","Research Scientist","Technical Degree",7,1482,3,64,990,7152,1274,3,1,1,3
57,Male,Married,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,1483,2,93,405,2721,4900,4,2,0,4
49,Male,Divorced,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",7,1484,3,35,1490,20948,10466,3,3,3,3
34,Male,Divorced,No,Travel_Frequently,"Research & Development","Research Director",Medical,15,1485,2,71,829,11929,17007,3,4,7,3
28,Male,Married,Yes,Travel_Frequently,Sales,"Sales Representative","Technical Degree",1,1486,1,92,1496,15747,2909,3,1,3,3
29,Female,Single,Yes,Travel_Frequently,Sales,"Sales Executive","Technical Degree",13,1487,1,51,115,17485,5765,3,2,5,3
34,Female,Single,Yes,Travel_Rarely,Sales,"Sales Executive",Medical,24,1489,1,40,790,7815,4599,2,2,0,4
35,Male,Married,No,Travel_Rarely,Sales,"Sales Representative","Life Sciences",7,1492,4,76,660,16192,2404,3,1,1,3
24,Male,Single,Yes,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,9,1494,2,89,381,16998,3172,3,1,2,3
24,Female,Married,No,Non-Travel,Sales,"Sales Representative","Life Sciences",13,1495,4,78,830,7103,2033,3,1,1,3
44,Male,Single,No,Travel_Frequently,"Research & Development","Manufacturing Director",Medical,2,1496,2,86,1193,19719,10209,3,3,5,3
29,Male,Divorced,No,Travel_Rarely,Sales,"Sales Executive","Life Sciences",19,1497,3,77,1246,23757,8620,2,2,1,3
30,Male,Divorced,No,Travel_Rarely,"Human Resources","Human Resources","Life Sciences",1,1499,3,46,330,15428,2064,3,1,0,4
55,Male,Married,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",4,1501,4,30,1229,16143,4035,3,2,0,3
33,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,4,1502,1,82,1099,8192,3838,2,1,8,3
47,Female,Married,No,Travel_Rarely,Sales,"Sales Executive",Medical,14,1503,3,78,571,24200,4591,3,2,3,3
28,Male,Single,Yes,Travel_Frequently,"Research & Development","Laboratory Technician",Medical,2,1504,3,38,289,5355,2561,2,1,7,3
28,Male,Divorced,No,Travel_Rarely,"Research & Development","Research Scientist","Life Sciences",1,1506,1,72,1423,12530,1563,2,1,1,3
28,Male,Single,No,Travel_Frequently,Sales,"Sales Executive","Life Sciences",7,1507,3,55,467,11827,4898,3,2,0,3
49,Female,Married,No,Travel_Rarely,"Research & Development","Laboratory Technician",Medical,3,1509,3,43,271,23070,4789,2,2,4,4
29,Female,Married,No,Travel_Frequently,"Research & Development","Laboratory Technician","Life Sciences",2,1513,4,97,410,4668,3180,3,1,0,3
28,Male,Married,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",29,1514,3,96,1083,3173,6549,1,2,1,3
33,Male,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",8,1515,4,69,516,22049,6388,3,2,2,3
32,Male,Single,No,Travel_Rarely,"Research & Development",Manager,Medical,10,1516,3,64,495,21072,11244,3,3,2,4
54,Female,Divorced,No,Travel_Frequently,"Research & Development",Manager,Medical,11,1520,2,87,1050,24456,16032,3,4,3,4
29,Male,Single,Yes,Travel_Rarely,"Research & Development","Research Scientist","Technical Degree",1,1522,1,100,224,7568,2362,2,1,6,3
44,Male,Married,No,Travel_Rarely,"Research & Development","Research Director","Life Sciences",28,1523,4,32,136,22074,16328,3,4,3,3
39,Female,Single,No,Travel_Rarely,"Research & Development","Manufacturing Director","Life Sciences",6,1525,2,32,1089,9150,8376,3,3,4,3
46,Female,Married,No,Travel_Rarely,Sales,Manager,"Life Sciences",3,1527,3,51,228,11380,16606,3,4,8,3
35,Female,Single,No,Travel_Rarely,"Research & Development","Healthcare Representative","Life Sciences",16,1529,4,91,1029,21195,8606,2,3,1,3
23,Male,Single,No,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",20,1533,1,97,507,24812,2272,3,2,0,3
40,Male,Single,Yes,Travel_Rarely,"Research & Development","Laboratory Technician","Life Sciences",9,1534,4,86,676,21831,2018,3,1,3,3
34,Male,Married,No,Travel_Rarely,Sales,"Sales Executive","Technical Degree",1,1535,4,64,971,12288,7083,2,3,1,3
